text,category,label
"A car travels from A to B at V1 km/h, travels back from B to A at V2 km/h and again goes back from A to B at V2 km/h. The average speed of the car is:",Speed and Distance,12
"Narayan Murthy walking at a speed of 20 km/h reaches his college 10 minutes late. Next time he increases his speed by 5 km/h, but finds that he is still late by 4 minutes. What is the distance of his college from his house?",Speed and Distance,12
"Jayshree goes to office at a speed of 6 km/h and returns to her home at a speed of 4 km/h. If she takes 10 hours in all, what is the distance between her office and her home?",Speed and Distance,12
"A motor car does a journey in 17.5 hours, covering the first half at 30 km/h and the second half at 40 km/h. Find the distance of the journey.",Speed and Distance,12
Sujit covers a distance in 40 minutes if he drives at a speed of 60 kilometer per hour on an average. Find the speed at which he must drive at to reduce the time of the journey by 25%?,Speed and Distance,12
Manish travels a certain distance by car at the rate of 12 km/h and walks back at the rate of 3 km/h. The whole journey took 5 hours. What is the distance he covered on the car?,Speed and Distance,12
"A railway passenger counts the telegraph poles on the rail road as he passes them. The telegraph poles are at a distance of 50 metres. What will be his count in 4 hours, if the speed of the train is 45 km per hour?",Speed and Distance,12
Two trains A and B start simultaneously in the opposite direction from two points A and B and arrive at their destinations 9 and 4 hours respectively after their meeting each other. At what rate does the second train B travel if the first train travels at 80 km per hour.,Speed and Distance,12
Vinay fires two bullets from the same place at an interval of 12 minutes but Raju sitting in a train approaching the place hears the second report 11 minutes 30 seconds after the first. What is the approximate speed of train (if sound travels at the speed of 330 metre per second)?,Speed and Distance,12
"A car driver, driving in a fog, passes a pedestrian who was walking at the rate of 2 km/h in the same direction. The pedestrian could see the car for 6 minutes and it was visible to him up to a distance of 0.6 km. What was the speed of the car?",Speed and Distance,12
"Harsh and Vijay move towards Hosur starting from IIM, Bangalore, at a speed of 40 km/h and 60 km/h respectively. If Vijay reaches Hosur 200 minutes earlier then Harsh, what is the distance between IIM, Bangalore, and Hosur?",Speed and Distance,12
"A journey of 192 km takes 2 hours less by a fast train than by a slow train. If the average speed of the slow train be 16 kmph less than that of fast train, what is the average speed of the faster train?",Speed and Distance,12
A passenger train takes 2 h less for a journey of 300 kilometres if its speed is increased by 5 kmph over its usual speed. Find the usual speed.,Speed and Distance,12
"If Arun had walked 1 km/h faster, he would have taken 10 minutes less to walk 2 kilometre. What is Arun’s speed of walking?",Speed and Distance,12
"A plane left half an hour later than the scheduled time and in order to reach its destination 1500 kilometre away in time, it had to increase its speed by 33.33 per cent over its usual speed. Find its increased speed.",Speed and Distance,12
A train moves at a constant speed of 120 km/h for one kilometre and at 40 kmph for the next one kilometre. What is the average speed of the train?,Speed and Distance,12
A cyclist moving on a circular track of radius 100 metres completes one revolution in 2 minutes. What is the average speed of cyclist (approximately)?,Speed and Distance,12
A person travelled a distance of 200 kilometre between two cities by a car covering the first quarter of the journey at a constant speed of 40 km/h and the remaining three quarters at a constant speed of x km/h. If the average speed of the person for the entire journey was 53.33 km/h what is the value of x?,Speed and Distance,12
"A car travels 1/3 of the distance on a straight road with a velocity of 10 km/h, the next 1/3 with a velocity of 20 km/h and the last 1/3 with a velocity of 60 km/h. What is the average velocity of the car for the whole journey?",Speed and Distance,12
"Two cars started simultaneously toward each other from town A and B, that are 480 km apart. It took the first car travelling from A to B 8 hours to cover the distance and the second car travelling from B to A 12 hours. Determine at what distance from A the two cars meet.",Speed and Distance,12
"Walking at 3/4 of his usual speed, a man is 16 minutes late for his office. The usual time taken by him to cover that distance is",Speed and Distance,12
"A and B travel the same distance at the rate of 8 kilometre and 10 kilometre an hour respectively. If A takes 30 minutes longer than B, the distance travelled by B is",Speed and Distance,12
1111.1 + 111.11 + 11.111 = ?,Simplification,7
Two trains for Patna leave Delhi at 6 a.m. and 6:45 a.m. and travel at 98 kmph and 136 kmph respectively. How many kilometres from Delhi will the two trains meet?,Speed and Distance,12
"Two trains A and B start from station X to Y, Y to X respectively. After passing each other, they take 12 hours and 3 hours to reach Y and X respectively. If train A is moving at the speed of 48 km/h, the speed of train B is",Speed and Distance,12
X and Y are two stations 600 km apart. A train starts from X and moves towards Y at the rate of 25 km/h. Another train starts from Y at the rate of 35 km/h. How far from X they will cross each other?,Speed and Distance,12
"A starts from a point that is on the circumference of a circle, moves 600 metre in the North direction and then again moves 800 metre East and reaches a point diametrically opposite the starting point. Find the diameter of the circle?",Speed and Distance,12
"Ram and Shyam run a race of 2000 m. First, Ram gives Shyam a start of 200 m and beats him by 30 s. Next, Ram gives Shyam a start of 3 min and is beaten by 1000 metres. Find the time in minutes in which Ram and Shyam can run the race separately.",Speed and Distance,12
"A motorboat went downstream for 28 km and immediately returned. It took the boat twice as long to make the return trip. If the speed of the river flow were twice as high, the trip downstream and back would take 672 minutes. Find the speed of the boat in still water and the speed of the river flow.",Speed and Distance,12
A train requires 7 seconds to pass a pole while it requires 25 seconds to cross a stationary train which is 378 metres long. Find the speed of the train.,Speed and Distance,12
"A boat sails downstream from point A to point B, which is 10 km away from A, and then returns to A. If the actual speed of the boat (in still water) is 3 km/h, the trip from A to B takes 8 hours less than that from B to A. What must the actual speed of the boat for the trip from A to B to take exactly 100 minutes?",Speed and Distance,12
A boat sails down the river for 10 km and then up the river for 6 km. The speed of the river flow is 1 km/h. What should be the minimum speed of the boat for the trip to take a maximum of 4 hours?,Speed and Distance,12
"A man rows 6 km/h in still water. If the river is running at 3 km per hour, it takes him 45 minutes to row to a place and back. How far is the place?",Speed and Distance,12
A boat goes 40 km upstream in 8 h and a distance of 49 km downstream in 7 h. The speed of the boat in still water is,Speed and Distance,12
Two trains are running on parallel lines in the same direction at speeds of 40 kmph and 20 kmph respectively. The faster train crosses a man in the second train in 36 seconds. The length of the faster train is,Speed and Distance,12
"The speed of the boat in still water is 12 km/h and the speed of the stream is 2 km/h. A distance of 8 km, going upstream, is covered in",Speed and Distance,12
A boat goes 15 km upstream in 80 minutes. The speed of the stream is 5 km/h. The speed of the boat in still water is,Speed and Distance,12
"In a stream, B lies in between A and C such that it is equidistant from both A and C. A boat can go from A to B and back in 6 h 30 minutes while it goes from A to C in 9 h. How long would it take to go from C to A?",Speed and Distance,12
"Two trains pass each other on parallel lines. Each train is 100 metres long. When they are going in the same direction, the faster one takes 60 seconds to pass the other completely. If they are going in opposite directions they pass each other completely in 10 seconds. Find the speed of the slower train in km/h.",Speed and Distance,12
Vinay runs 100 metres in 20 seconds and Ajay runs the same distance in 25 seconds. By what distance will Vinay beat Ajay in a hundred metre race?,Speed and Distance,12
"In a 100 m race, Shyam runs at 1.66 m/s. If Shyam gives Sujit a start of 4 m and still beats him by 12 seconds, what is Sujit’s speed?",Speed and Distance,12
"At a game of billiards, A can give B 15 points in 60 and A can give C 20 in 60. How many points can B give C in a game of 90?",Speed and Distance,12
"In a 500 m race, the ratio of speed of two runners Vinay and Shyam is 3 : 4. If Vinay has a start of 140 m then Vinay wins by",Speed and Distance,12
How many seconds will a caravan 120 metres long running at the rate 10 m/s take to pass a standing boy.,Speed and Distance,12
Two trains are travelling in the same direction at 50 km/h and 30 km/h respectively. The faster train crosses a man in the slower train in 18 seconds. Find the length of the faster train.,Speed and Distance,12
Two trains for Howrah leave Muzaffarpur at 8:30 a.m. and 9:00 a.m. respectively and travel at 60 km/h and 70 km/h respectively. How many kilometres from Muzaffarpur will the two trains meet?,Speed and Distance,12
"Without stoppage, a train travels at an average speed of 75 km/h and with stoppages it covers the same distance at an average speed of 60 km/h. How many minutes per hour does the train stop?",Speed and Distance,12
A boat rows 16 km up the stream and 30 km downstream taking 5 h each time. The velocity of the current,Speed and Distance,12
"Vijay can row a certain distance downstream in 6 h and return the same distance in 9 h. If the stream flows at the rate of 3 km/h, find the speed of Vijay in still water.",Speed and Distance,12
"Subbu can row 6 km/h in still water. When the river is running at 1.2 km/h, it takes him 1 hour to row to a place and back. How far in the place?",Speed and Distance,12
A dog is passed by a train in 8 seconds. Find the length of the train if its speed is 36 kmph.,Speed and Distance,12
A lazy man can row upstream at 16 km/h and downstream at 22 km/h. Find the man’s rate in still water (in kmph).,Speed and Distance,12
A man can row 30 km upstream and 44 km downstream in 10 hours. It is also known that he can row 40 km upstream and 55 km downstream in 13 hours. Find the speed of the man in still water.,Speed and Distance,12
"In a stream that is running at 2 km/h, a man goes 10 km upstream and comes back to the starting point in 55 minutes. Find the speed of the man in still water.",Speed and Distance,12
A man goes down stream at x km/h and upstream at y km/h. The speed of the boat in still water is,Speed and Distance,12
The length of the minutes hand of a clock is 8 cm. Find the distance travelled by its outer end in 15 minutes.,Speed and Distance,12
Between 5 a.m. and 5 p.m. of a particular day for how many times are the minute and the hour hands together?,Speed and Distance,12
At what time are the hands of clock together between 2 and 3 p.m.?,Speed and Distance,12
A motorboat went down the river for 14 km and then up the river for 9 km. It took a total of 5 hours for the entire journey. Find the speed of the river flow if the speed of the boat in still water is 5 km/h.,Speed and Distance,12
A motorboat whose speed in still water is 10 km/h went 91 km downstream and then returned to its starting point. Calculate the speed of the river flow if the round trip took a total of 20 hours.,Speed and Distance,12
"In a race of 600 meters, Ajay beats Vijay by 60 metres and in a race of 500 meters Vijay beats Anjay by 25 meters. By how many meters will Ajay beat Anjay in a 400 meter race?",Speed and Distance,12
A motorboat whose speed in still water is 15 kmph goes 30 km downstream and comes back in a total 4 hours 30 min. Determine the speed of the stream.,Speed and Distance,12
The J&K Express from Delhi to Srinagar was delayed by snowfall for 16 minutes and made up for the delay on a section of 80 km travelling with a speed 10 km per hour higher than its normal speed. Find the original speed of the J&K Express (according to the schedule),Speed and Distance,12
"Ayrton Senna had to cover a distance of 60 km. However, he started 6 minutes later than his scheduled time and raced at a speed 1 km/h higher than his originally planned speed and reached the finish at the time he would reach it if he began to race strictly at the appointed time and raced with the assumed speed. Find the speed at which he travelled during the journey described.",Speed and Distance,12
Amitabh covered a distance of 96 km two hours faster than he had planned to. This he achieved by travelling 1 km more every hour than he intended to cover every 1 hour 15 minutes. What was the speed at which Amitabh travelled during the journey?,Speed and Distance,12
"An urgent message had to be delivered from the house of the Peshwas in Pune to Shivaji who was camping in Bangalore. A horse rider travels on horse back from Pune to Bangalore at a constant speed. If the horse increased its speed by 6 km/h, it would take the rider 4 hours less to cover that distance. And travelling with a speed 6 km/h lower than the initial speed, it would take him 10 hours more than the time he would have taken had he travelled at a speed 6 kmph higher than the initial speed. Find the distance between Pune and Bangalore.",Speed and Distance,12
A pedestrian and a cyclist start simultaneously towards each other from Aurangabad and Paithan which are 40 km apart and meet 2 hours after the start. Then they resumed their trips and the cyclist arrives at Aurangabad 7 hours 30 minutes earlier than the pedestrian arrives at Paithan. Which of these could be the speed of the pedestrian?,Speed and Distance,12
"Two motorists met at 10 a.m. at the Dadar railway station. After their meeting, one of them proceeded in the East direction while the other proceeded in the North direction. Exactly at noon, they were 60 km apart. Find the speed of the slower motorist if the difference of their speeds is 6 km/h.",Speed and Distance,12
"Two cyclists start simultaneously towards each other from Aurangabad and Ellora, which are 28 km apart. An hour later they meet and keep pedalling with the same speed without stopping. The second cyclist arrives at Ellora 35 minutes later than the first arrives at Aurangabad. Find the speed of the cyclist who started from Ellora.",Speed and Distance,12
"Two ants start simultaneously from two ant holes towards each other. The first ant coveres 8% of the distance between the two ant holes in 3 hours, the second ant covered 7 120 of the distance in 2 hours 30 minutes. Find the speed (feet/h) of the second ant if the first ant travelled 800 feet to the meeting point.",Speed and Distance,12
"There are 2 shirts, 3 jeans pants, 3 socks and 2 skirts in a show room. In how many ways the shopkeeper can arrange these things so that all the socks come together and all the skirts come together?",Permutation & Combination,5
"A bus left point X for point Y. Two hours later a car left point X for Y and arrived at Y at the same time as the bus. If the car and the bus left simultaneously from the opposite ends X and Y towards each other, they would meet 1.33 hours after the start. How much time did it take the bus to travel from X to Y?",Speed and Distance,12
A racetrack is in the form of a right triangle. The longer of the legs of the track is 2 km more than the shorter of the legs (both these legs being on a highway). The start and end points are also connected to each other through a side road. The escort vehicle for the race took the side road and rode with a speed of 30 km/h and then covered the two intervals along the highway during the same time with a speed of 42 km/h. Find the length of the racetrack.,Speed and Distance,12
"Two planes move along a circle of circumference 1.2 km with constant speeds. When they move in different directions, they meet every 15 seconds and when they move in the same direction, one plane overtakes the other every 60 seconds. Find the speed of the slower plane.",Speed and Distance,12
"Karim, a tourist leaves Ellora on a bicycle. Having travelled for 1.5 h at 16 km/h, he makes a stop for 1.5 h and then pedals on with the same speed. Four hours after Karim started, his friend and local guide Rahim leaves Ellora on a motorcycle and rides with a speed of 28 km/h in the same direction as Karim had gone. What distance will they cover before Rahim overtakes Karim?",Speed and Distance,12
"A tourist covered a journey partly by foot and partly by tonga. He walked for 90 km and rode the tonga for 10 km. He spent 4 h less on the tonga than on walking. If the tourist had reversed the times he travelled by foot and on tonga, the distances travelled on each part of the journey would be equal. How long did he ride the tonga?",Speed and Distance,12
"Two Indian tourists in the US cycled towards each other, one from point A and the other from point B. The first tourist left point A 6 hrs later than the second left point B, and it turned out on their meeting that he had travelled 12 km less than the second tourist. After their meeting, they kept cycling with the same speed, and the first tourist arrived at B 8 hours later and the second arrived at A 9 hours later. Find the speed of the faster tourist.",Speed and Distance,12
"Two joggers left Delhi for Noida simultaneously. The first jogger stopped 42 min later when he was 1 km short of Noida and the other one stopped 52 min later when he was 2 km short of Noida. If the first jogger jogged as many kilometres as the second and the second as many kilometres as the first, the first one would need 17 min less than the second. Find the distance between Delhi and Noida.",Speed and Distance,12
A tank of 4800 m3 capacity is full of water. The discharging capacity of the pump is 10 m3/min higher than its filling capacity. As a result the pump needs 16 min less to discharge the fuel than to fill up the tank. Find the filling capacity of the pump.,Speed and Distance,12
An ant climbing up a vertical pole ascends 12 meters and slips down 5 meters in every alternate hour. If the pole is 63 meters high how long will it take it to reach the top?,Speed and Distance,12
Two ports A and B are 300 km apart. Two ships leave A for B such that the second leaves 8 hours after the first. The ships arrive at B simultaneously. Find the time the slower ship spent on the trip if the speed of one of them is 10 km/h higher than that of the other.,Speed and Distance,12
"An ant moved for several seconds and covered 3 mm in the first second and 4 mm more in each successive second than in its predecessor. If the ant had covered 1 mm in the first second and 8 mm more in each successive second, then the difference between the path it would cover during the same time and the actual path would be more than 6 mm but less than 30 mm. Find the time for which the ant moved (in seconds).",Speed and Distance,12
"The Sabarmati Express left Ahmedabad for Mumbai. Having travelled 300 km, which constitutes 66.666 per cent of the distance between Ahmedabad and Mumbai, the train was stopped by a red signal. Half an hour later, the track was cleared and the engine-driver, having increased the speed by 15 km per hour, arrived at Mumbai on time. Find the initial speed of the Sabarmati Express.",Speed and Distance,12
"Two swimmers started simultaneously from the beach, one to the south and the other to the east. Two hours later, the distance between them turned out to be 100 km. Find the speed of the faster swimmer, knowing that the speed of one of them was 75% of the speed of the other.",Speed and Distance,12
"A motorcyclist left point A for point B. Two hours later, another motorcyclist left A for B and arrived at B at the same time as the first motorcyclist. Had both the motorcyclists started simultaneously from A and B travelling towards each other, they would have met in 80 minutes. How much time did it take the faster motorcyclist to travel from A to B?",Speed and Distance,12
Two horses started simultaneously towards each other and meet each other 3 h 20 min later. How much time will it take the slower horse to cover the whole distance if the first arrived at the place of departure of the second 5 hours later than the second arrived at the point of departure of the first?,Speed and Distance,12
"The difference between the times taken by two buses to travel a distance of 350 km is 2 hours 20 minutes. If the difference between their speeds is 5 kmph, find the slower speed.",Speed and Distance,12
"One bad day, at 7 a.m. I started on my bike at the speed of 36 kmph to meet one of my relatives. After I had travelled some distance, my bike went out of order and I had to stop. After resting for 35 minutes, I returned home on foot at a speed of 14 kmph and reached home at 1 p.m. Find the distance from my house at which my bike broke down.",Speed and Distance,12
"A motorcyclist rode the first half of his way at a constant speed. Then he was delayed for 5 minutes and, therefore, to make up for the lost time he increased his speed by 10 km/h. Find the initial speed of the motorcyclist if the total path covered by him is equal to 50 km.",Speed and Distance,12
"Ram Singh and Priyadarshan start together from the same point on a circular path and walk around, each at his own pace, until both arrive together at the starting point. If Ram Singh performs the circuit in 3 minutes 44 seconds and Priyadarshan in 6 minutes 4 seconds, how many times does Ram Singh go around the path?",Speed and Distance,12
"Ravi, who lives in the countryside, caught a train for home earlier than usual yesterday. His wife normally drives to the station to meet him. But yesterday he set out on foot from the station to meet his wife on the way. He reached home 12 minutes earlier than he would have done had he waited at the station for his wife. The car travels at a uniform speed, which is 5 times Ravi’s speed on foot. Ravi reached home at exactly 6 O’clock. At what time would he have reached home if his wife, forewarned of his plan, had met him at the station?",Speed and Distance,12
"Hemant and Ajay start a two-length swimming race at the same moment but from opposite ends of the pool. They swim in lane and at uniform speeds, but Hemant is faster than Ajay. They first pass at a point 18.5 m from the deep end and having completed one length, each one is allowed to rest on the edge for exactly 45 seconds. After setting off on the return length, the swimmers pass for the second time just 10.5 m from the shallow end. How long is the pool?",Speed and Distance,12
"Rahim sets out to cross a forest. On the first day, he completes 1/10th of the journey. On the second day, he covers 2/3rd of the distance travelled the first day. He continues in this manner, alternating the days in which he travels 1/10th of the distance still to be covered, with days on which he travels 2/3 of the total distance already covered. At the end of seventh day, he finds that 22 1/2 km more will see the end of his journey. How wide is the forest?",Speed and Distance,12
"The metro service has a train going from Mumbai to Pune and Pune to Mumbai every hour, the first one at 6 a.m. The trip from one city to other takes 4 1/2 hours, and all trains travel at the same speed. How many trains will you pass while going from Mumbai to Pune if you start at 12 noon?",Speed and Distance,12
The distance between two towns is x km. A car travelling between the towns covers the first k km at an average speed of y km/h and the remaining distance at z km/h. The time taken for the journey is,Speed and Distance,12
Two rifles are fired from the same place at a difference of 11 minutes 45 seconds. But a man who is coming towards the place in a train hears the second sound after 11 minutes. Find the speed of train.,Speed and Distance,12
"A dog sees a cat. It estimates that the cat is 25 leaps away. The cat sees the dog and starts running with the dog in hot pursuit. If in every minute, the dog makes 5 leaps and the cat makes 6 leaps and one leap of the dog is equal to 2 leaps of the cat. Find the time in which the cat is caught by the dog (assume an open field with no trees)",Speed and Distance,12
"Two people A and B start from P and Q (distance = D) at the same time towards each other. They meet at a point R, which is at a distance 0.4D from P. They continue to move to and fro between the two points. Find the distance from point P at which the fourth meeting takes place.",Speed and Distance,12
"A wall clock gains 2 minutes in 12 hours, while a table clock loses 2 minutes in 36 hours; both are set right at noon on Tuesday. The correct time when they both show the same time next would be",Speed and Distance,12
Two points A and B are located 48 km apart on the riverfront. A motorboat must go from A to B and return to A as soon as possible. The river flows at 6 km/h. What must be the least speed of the motorboat in still water for the trip from A to B and back again to be completed in not more than six hours (assume that the motorboat does not stop at B)?,Speed and Distance,12
"Two ghats are located on a riverbank and are 21 km apart. Leaving one of the ghats for the other, a motorboat returns to the first ghat in 270 minutes, spending 40 min of that time in taking the passengers at the second ghat. Find the speed of the boat in still water if the speed of the river flow is 2.5 km/h?",Speed and Distance,12
A train leaves Muzaffarpur for Hazipur at 2:15 p.m. and travels at the rate of 50 kmph. Another train leaves Hazipur for Muzaffarpur at 1:35 p.m. and travels at the rate of 60 kmph. If the distance between Hazipur and Muzaffarpur is 590 km at what distance from Muzaffarpur will the two trains meet?,Speed and Distance,12
A dog after travelling 50 km meets a swami who counsels him to go slower. He then proceeds at 3/4 of his former speed and arrives at his destination 35 minutes late. Had the meeting occurred 24 km further the dog would have reached its destination 25 minutes late. The speed of the dog is,Speed and Distance,12
"Two people started simultaneously towards each other from Siliguri and Darjeeling, which are 60 km apart. They met 5 hours later. After their meeting, the first person, who travelled from Siliguri to Darjeeling, decreased his speed by 1.5 km/h and the other person, who travelled from Darjeeling to Siliguri, increased his speed by 1.5 km/h. The first person is known to arrive at Darjeeling 2.5 hours earlier than the second person arrived at Siliguri. Find the initial speed of the first person.",Speed and Distance,12
"Two friends Arun and Nishit, on their last day in college, decided to meet after 20 years on a river. Arun had to sail 42 km to the meeting place and Nishit had to sail 35 5/7 per cent less. To arrive at the meeting place at the same time as his friend Nishit, Arun started at the same time as Nishit and sailed with the speed exceeding by 5 km/h the speed of Nishit. Find the speed of Arun.",Speed and Distance,12
"Three cars leave Patna for Ranchi after equal time intervals. They reach Ranchi simultaneously and then leave for Vizag, which is 120 km from Ranchi. The first car arrives there an hour after the second car, and the third car, having reached Vizag, immediately reverses the direction and 40 km from Vizag meets the first car. Find the speed of the first car.",Speed and Distance,12
"Two sea trawlers left a sea port simultaneously in two mutually perpendicular directions. Half an hour later, the shortest distance between them was 17 km, and another 15 min later, one sea trawler was 10.5 km farther from the origin than the other. Find the speed of each sea trawler.",Speed and Distance,12
"Shaurya and Arjit take a straight route to the same terminal point and travel with constant speeds. At the initial moment, the positions of the two and the terminal point form an equilateral triangle. When Arjit covered a distance of 80 km, the triangle becomes right- angled. When Arjit was at a distance of 120 km from the terminal point, the Shaurya arrived at the point. Find the distance between them at the initial moment assuming that there are integral distances throughout the movements described.",Speed and Distance,12
"Mrinalini and Neha travel to Connaught Place along two straight roads with constant speeds. At the initial moment, the positions of Mrinalini, Neha, and Connaught Place form a right triangle. After Mrinalini travelled 30 km, the triangle between the points became equilateral. Find the distance between Mrinalini and Neha at the initial moment if at the time Mrinalini arrived at Connaught Place, Neha had to cover 6.66 km to reach Connaught Place.",Speed and Distance,12
"Three cars started simultaneously from Ajmer to Benaras along the same highway. The second car travelled with a speed that was 10 km/h higher than the first car’s speed and arrived at Benaras 1 hour earlier than the first car. The third car arrived at Benaras 33.33 minutes earlier than the first car, travelling half the time at the speed of the first car and the other half at the speed of the second car. Find the total distance covered by these three cars during their journey between Ajmer and Benaras.",Speed and Distance,12
"Three sprinters A, B, and C had to sprint from points P to Q and back again (starting in that order). The time interval between the starting times of the three sprinters A, B and C was 5 seconds each. Thus C started 10 seconds after A, while B started 5 seconds after A. The three sprinters passed a certain point R, which is somewhere between P and Q, simultaneously (none of them having reached point Q yet). Having reached Q and reversed the direction, the third sprinter met the second one 9 m short of Q and met the first sprinter 15 m short of Q. Find the speed of the first sprinter if the distance between PQ is equal to 55 m.",Speed and Distance,12
"Two ducks move along the circumference of a circular pond in the same direction and come alongside each other every 54 minutes. If they moved with the same speeds in the opposite directions, they would meet every 9 minutes. It is known that when the ducks moved along the cicumference in opposite directions, the distance between them decreased from 54 to 14 feet every 48 seconds. What is the speed of the slower duck?",Speed and Distance,12
"Dev and Nishit started simultaneously from opposite points X and Y on a straight road, at constant speeds. When Dev had covered 40% of the distance from X to Y, Nishit was 4 km away from Dev after having crossed Dev. When Nishit had covered half the way, Dev was 10 km short of the mid point. Find a possible of the time it took Dev to cover the distance from X to Y to the time it took Nishit to cover the same distance.",Speed and Distance,12
For Question 12 which of these is a possible value of the distance between the points X and Y:,Speed and Distance,12
"Two ships sail in a fog towards each other with the same speed. When they are 4 km apart, the captains decelerate the engines for 4 minutes with a deceleration rate of 0.1 m/s2, and then the ships continue sailing with the speeds attained. For what range of values of the initial speed V0 will the ships avoid collision?",Speed and Distance,12
"Three points A, B and C are located at the vertices of an equilateral triangle with sides equal to 168 metres. A donkey called Dinky starts from A to B at 60 metres/hour and at the same time a cow called Moo starts from B to C at 30 metres/hour. In what time after their departure will the distance between the donkey and the cow be the least?",Speed and Distance,12
"A train has to travel the distance between Aurangabad and Daulatabad, equal to 20 km, at a constant speed. It travelled half the way with the specified speed and stopped for three minutes, to arrive at Daulatabad on time, it had to increase its speed by 10 km/h for the rest of the way. Next time the train stopped half-way for five minutes. By what speed must it increase its speed for the remaining half of the distance to arrive at Daulatabad as per the schedule?",Speed and Distance,12
"Nishit travels from Patna to Kolkata, a distance of 200 km at the speed of 40 km/h. At the same time, Ravi starts from Kolkata at a speed of 20 kmph along a road, which is perpendicular to the road on which Nishit is travelling. When will Nishit and Ravi be closest to each other?",Speed and Distance,12
"Two towns are at a distance of 240 km from each other. A motorist takes 8 hours to cover the distance if he travels at a speed of V0 km/h from town A to an intermediate town C, and then continues on his way with an acceleration of x km/hr2. He needs the same time to cover the whole distance if he travels from A to C at V0 km/h and from C to B at V1 km/h or from A to C at V1 km/h and from C to B at V0 km/h. Find V0 if the acceleration ‘x’ is double V0 in magnitude and V0 π V1.",Speed and Distance,12
"A man can walk up a moving ‘up’ escalator in 30 s. The same man can walk down this moving ‘up’ escalator in 90s. Assume that his walking speed is same upwards and downwards. How much time will he take to walk up the escalator, when it is not moving?",Work and Time,3
"Jaideep travels from Alaska, which is on a highway, to Burgen, which is 16 km from the highway. The distance between Alaska and Burgen along a straight line is 34 km. At what point should Jaideep turn from the highway to reach Burgen in the shortest possible time, if his speed along the highway is 10 km/h and 6 km/h otherwise.",Speed and Distance,12
"An object begins moving at time moment t = 0 and 4 s after the beginning of the motion, attains the acceleration of 3 m/s2. Find the speed of the object 6 s after the beginning of motion if it is known that the speed of the body varies accordingly to the law v(t) = (t 2 + 2b.t + 4) m/s and the object moves along a straight line.",Speed and Distance,12
"For problem 20, find the distance covered by the object in the first 7 seconds if we assume that the speed of the object in a particular second is the speed it attains at the start of the second.",Speed and Distance,12
"Three ghats X, Y and Z on the Yamuna in Delhi are located on the river bank. The speed of the river flow is 8 km/h in the direction of its flow, Ghat Y being located midway between X and Z. A raft and a launch leave Y at the same time, the raft travelling down the river to Z and the launch travelling to X. The speed of the launch in still water is 5 km/h. Having reached X, the launch reverses its direction and starts to Z. Find the range of values of V for which the launch arrives at Z later than the raft.",Speed and Distance,12
"A pedestrian left point A for a walk, going with the speed of 5 km/h. When the pedestrian was at a distance of 6 km from A, a cyclist followed him, starting from A and cycling at a speed 9 km/h higher than that of the pedestrian. When the cyclist overtook the pedestrian, they turned back and returned to A together, at the speed of 4 km/h. At what v will the time spent by the pedestrian on his total journey from A to A be the least?",Speed and Distance,12
"A cyclist left point A for point B and travelled at the constant speed of 25 km/h. When he covered the distance of 8.33 km, he was overtaken by a car that left point A twelve minutes after the cyclist and travelled at a constant speed too. When the cyclist travelled another 30 km, he encountered the car returning from B. Assume that the car did not stop at point B. Find the distance between A and B.",Speed and Distance,12
"A robot began moving from point A in a straight line at 6 p.m. with an initial speed of 3 m/s. One second later, the speed of the robot became equal to 4 m/s. Find the acceleration of the robot at the end of the 2nd second if its speed changes by the law s(t) = (at2 + 2t + (b))",Speed and Distance,12
"For Question 25, the distance of the robot from point A after 6 seconds will be (assuming that for every second the robot travels at a constant speed equal to its starting speed for that second and any acceleration occurs at the start of the next second)",Speed and Distance,12
"Two friends Amit and Akshay began moving simultaneously from point A along a straight line in the same direction: Amit started moving at the speed of 5 m/s and moved with an uniform acceleration of 4 m/s2, while his friend Akshay moved at a uniform speed. The limits for Akshay’s speed (S) so that he should first leave Amit behind and then get overtaken by Amit at a distance of 18 m from A are",Speed and Distance,12
"On the banks of the river Ganges there are two bathing points in Varanasi and Patna. A diya left in the river at Varanasi reaches Patna in 24 hours. However, a motorboat covers the whole way to and fro in exactly 10 hours. If the speed of the motorboat in still water is increased by 40%, then it takes the motorboat 7 hours to cover the same way (from Varanasi to Patna and back again). Find the time necessary for the motorboat to sail from Varanasi to Patna when its speed in still water is not increased.",Speed and Distance,12
Two friends started walking simultaneously from points A and B towards each other. 144 minutes later the distance between them was 20% of the original distance. How many hours does it take the faster walker to cover the distance AB if he needs eight hours less to travel the distance than his friend (assume all times to be in whole numbers and in hours)?,Speed and Distance,12
"Two cars left points A and B simultaneously, travelling towards each other. 9 hours after their meeting, the car travelling from A arrived at B, and 16 hours after their meeting, the car travelling from B arrived at A. How many hours did it take the slower car to cover the whole distance?",Speed and Distance,12
"Rohit left Mahabaleshwar for Nashik at 6 a.m. An hour and a half later Vimal, whose speed was 5 km/h higher than that of Rohit left Mahabaleshwar. At 10 : 30 p.m. of the same day the distance between the two friends was 21 km. Find the speed of Vimal.",Speed and Distance,12
"Aurangzeb and Babar with their troops left from Delhi and Daulatabad towards each other simultaneously. Each of them marched at a constant speed and, having arrived at their respective points of destination, went back at once. Their first meeting was 14 km from Daulatabad, and the second meeting, eight hours after the first meeting was at a distance of 2 km from Delhi. Find the distance between the Delhi and Daulatabad.",Speed and Distance,12
